GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup,MIN_bin
L. James - K. Korver - J. Smith - J. Green - G. Hill,CLE,22,85.2,82.0,3.2,2017-18,G. Hill,K. Korver,J. Smith,L. James,J. Green,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,"(19.0, 23.0]"
L. James - K. Korver - J. Smith - J. Green - T. Thompson,CLE,21,136.6,107.1,29.4,2017-18,K. Korver,J. Smith,L. James,J. Green,T. Thompson,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(19.0, 23.0]"
L. James - G. Hill - T. Thompson - R. Hood - C. Osman,CLE,18,110.8,151.4,-40.5,2017-18,G. Hill,R. Hood,C. Osman,L. James,T. Thompson,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,,,,,,,,,,,,,,,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(16.0, 19.0]"
L. James - J. Calderon - K. Love - G. Hill - L. Nance Jr.,CLE,18,115.4,110.3,5.1,2017-18,J. Calderon,G. Hill,L. James,K. Love,L. Nance Jr.,0.938,0.649,0.598,0.0,0.655,0.767,0.0,0.953,0.293,0.0,0.701,0.0,0.0,0.998,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,0.0,0.0,0.112,0.46699999999999997,0.246,0.6930000000000001,0.3965,0.0,0.796,0.0,0.0,0.6665000000000001,0.2535,0.1585,"(16.0, 19.0]"
L. James - J. Green - G. Hill - T. Thompson - R. Hood,CLE,18,102.9,100.0,2.9,2017-18,G. Hill,R. Hood,L. James,J. Green,T. Thompson,0.6599999999999999,0.5395,0.8865000000000001,0.0,0.7484999999999999,0.413,0.1755,0.4845,0.7324999999999999,0.0805,0.6859999999999999,0.0,0.0,0.8140000000000001,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.0,0.772,0.0,0.256,0.415,0.355,0.433,0.0,0.194,0.0,0.0,0.812,0.193,0.073,"(16.0, 19.0]"
L. James - J. Smith - J. Clarkson - R. Hood - L. Nance Jr.,CLE,18,94.4,125.7,-31.3,2017-18,J. Clarkson,R. Hood,J. Smith,L. James,L. Nance Jr.,0.735,0.46749999999999997,0.7745,0.0,0.5835,0.47950000000000004,0.1195,0.3395,0.8865000000000001,0.289,0.715,0.0,0.0,0.6595,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,0.0,0.0,0.112,0.46699999999999997,0.246,0.6930000000000001,0.3965,0.0,0.796,0.0,0.0,0.6665000000000001,0.2535,0.1585,"(16.0, 19.0]"
L. James - J. Calderon - J. Green - K. Love - R. Hood,CLE,17,113.9,100.0,13.9,2017-18,J. Calderon,R. Hood,L. James,J. Green,K. Love,0.938,0.649,0.598,0.0,0.655,0.767,0.0,0.953,0.293,0.0,0.701,0.0,0.0,0.998,0.4885,0.506,0.327,0.061,0.33,0.11850000000000001,0.145,0.4025,0.343,0.6845,0.8089999999999999,0.012,0.0,0.6265000000000001,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(16.0, 19.0]"
L. James - J. Smith - J. Green - K. Love - J. Crowder,CLE,17,137.1,94.6,42.5,2017-18,J. Smith,J. Crowder,L. James,J. Green,K. Love,0.084,0.514,0.12,0.456,0.208,0.186,0.061,0.113,0.286,0.422,0.659,0.318,0.0,0.537,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.841,0.037,0.0,0.23,0.598,0.258,0.666,0.0,0.667,0.202,0.0,0.599,0.789,0.955,"(16.0, 19.0]"
L. James - K. Korver - C. Frye - J. Green - J. Crowder,CLE,17,122.9,122.2,0.6,2017-18,K. Korver,J. Crowder,L. James,J. Green,C. Frye,0.861,0.723,0.913,0.183,0.172,0.487,0.909,0.664,0.909,0.892,0.125,0.507,0.0,0.994,0.246,0.5,0.748,0.023,0.6335,0.4295,0.38149999999999995,0.103,0.28,0.6905,0.0225,0.046,0.0765,0.601,0.249,0.529,0.361,0.456,0.971,0.26,0.97,0.305,0.363,0.904,0.911,0.801,0.877,0.741,1.0,0.092,0.041,0.689,0.85,0.344,0.227,0.0,0.119,0.0,0.0,0.077,0.31,0.381,0.0,0.0,0.0,0.4375,0.2415,0.3795,0.4125,0.0,0.0285,0.4395,0.0,0.4685,0.995,0.876,"(16.0, 19.0]"
L. James - J. McGee - B. Ingram - L. Ball - K. Kuzma,LAL,234,104.5,105.1,-0.6,2018-19,L. Ball,B. Ingram,L. James,K. Kuzma,J. McGee,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.84,0.0,0.648,0.643,0.094,0.727,0.0,0.107,0.0,0.0,0.884,0.265,0.026,"(68.0, 466.0]"
L. James - J. McGee - L. Ball - K. Kuzma - J. Hart,LAL,133,111.9,97.0,14.9,2018-19,L. Ball,J. Hart,L. James,K. Kuzma,J. McGee,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.786,0.128,0.764,0.0,0.805,0.776,0.499,0.608,0.266,0.259,0.244,0.0,0.0,0.438,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.84,0.0,0.648,0.643,0.094,0.727,0.0,0.107,0.0,0.0,0.884,0.265,0.026,"(68.0, 466.0]"
L. James - J. McGee - R. Bullock Jr. - B. Ingram - K. Kuzma,LAL,73,118.6,115.2,3.4,2018-19,B. Ingram,R. Bullock Jr.,L. James,K. Kuzma,J. McGee,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.7525,0.134,0.32699999999999996,0.0,0.463,0.456,0.1325,0.8235,0.287,0.8685,0.1355,0.367,0.0,0.5974999999999999,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.84,0.0,0.648,0.643,0.094,0.727,0.0,0.107,0.0,0.0,0.884,0.265,0.026,"(68.0, 466.0]"
T. Chandler - L. James - L. Ball - K. Kuzma - J. Hart,LAL,66,108.4,106.9,1.4,2018-19,L. Ball,J. Hart,L. James,K. Kuzma,T. Chandler,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.786,0.128,0.764,0.0,0.805,0.776,0.499,0.608,0.266,0.259,0.244,0.0,0.0,0.438,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.0,0.0,0.921,0.101,0.94,0.3,0.0,0.135,0.0,0.0,0.755,0.0,0.0,"(43.0, 68.0]"
L. James - R. Rondo - J. McGee - R. Bullock Jr. - K. Kuzma,LAL,62,116.5,128.7,-12.1,2018-19,R. Rondo,R. Bullock Jr.,L. James,K. Kuzma,J. McGee,0.827,0.215,0.153,0.0,0.469,0.494,0.013,0.0,0.154,0.0,0.317,0.0,0.0,0.394,0.7525,0.134,0.32699999999999996,0.0,0.463,0.456,0.1325,0.8235,0.287,0.8685,0.1355,0.367,0.0,0.5974999999999999,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.84,0.0,0.648,0.643,0.094,0.727,0.0,0.107,0.0,0.0,0.884,0.265,0.026,"(43.0, 68.0]"
L. James - R. Rondo - R. Bullock Jr. - B. Ingram - K. Kuzma,LAL,62,108.2,110.4,-2.2,2018-19,R. Rondo,R. Bullock Jr.,B. Ingram,L. James,K. Kuzma,0.827,0.215,0.153,0.0,0.469,0.494,0.013,0.0,0.154,0.0,0.317,0.0,0.0,0.394,0.7525,0.134,0.32699999999999996,0.0,0.463,0.456,0.1325,0.8235,0.287,0.8685,0.1355,0.367,0.0,0.5974999999999999,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,"(43.0, 68.0]"
T. Chandler - L. James - B. Ingram - L. Ball - K. Kuzma,LAL,61,100.7,98.5,2.2,2018-19,L. Ball,B. Ingram,L. James,K. Kuzma,T. Chandler,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.0,0.0,0.921,0.101,0.94,0.3,0.0,0.135,0.0,0.0,0.755,0.0,0.0,"(43.0, 68.0]"
L. James - B. Ingram - I. Zubac - L. Ball - K. Kuzma,LAL,55,109.2,91.7,17.4,2018-19,L. Ball,B. Ingram,L. James,K. Kuzma,I. Zubac,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.0,0.0,0.466,0.266,0.8795,0.728,0.0,0.1375,0.0,0.0,0.46249999999999997,0.38,0.0,"(43.0, 68.0]"
L. James - R. Rondo - J. McGee - K. Caldwell-Pope - K. Kuzma,LAL,47,119.6,109.3,10.3,2018-19,R. Rondo,K. Caldwell-Pope,L. James,K. Kuzma,J. McGee,0.827,0.215,0.153,0.0,0.469,0.494,0.013,0.0,0.154,0.0,0.317,0.0,0.0,0.394,0.256,0.053,0.333,0.663,0.519,0.287,0.871,0.955,0.911,0.349,0.523,0.428,0.0,0.81,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.84,0.0,0.648,0.643,0.094,0.727,0.0,0.107,0.0,0.0,0.884,0.265,0.026,"(43.0, 68.0]"
L. James - R. Rondo - J. McGee - B. Ingram - K. Kuzma,LAL,43,109.6,108.4,1.2,2018-19,R. Rondo,B. Ingram,L. James,K. Kuzma,J. McGee,0.827,0.215,0.153,0.0,0.469,0.494,0.013,0.0,0.154,0.0,0.317,0.0,0.0,0.394,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.84,0.0,0.648,0.643,0.094,0.727,0.0,0.107,0.0,0.0,0.884,0.265,0.026,"(33.0, 43.0]"
T. Chandler - L. James - K. Caldwell-Pope - L. Ball - K. Kuzma,LAL,39,110.7,88.8,22.0,2018-19,L. Ball,K. Caldwell-Pope,L. James,K. Kuzma,T. Chandler,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.256,0.053,0.333,0.663,0.519,0.287,0.871,0.955,0.911,0.349,0.523,0.428,0.0,0.81,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.0,0.0,0.921,0.101,0.94,0.3,0.0,0.135,0.0,0.0,0.755,0.0,0.0,"(33.0, 43.0]"
L. James - J. McGee - K. Caldwell-Pope - L. Ball - K. Kuzma,LAL,34,93.2,87.8,5.4,2018-19,L. Ball,K. Caldwell-Pope,L. James,K. Kuzma,J. McGee,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.256,0.053,0.333,0.663,0.519,0.287,0.871,0.955,0.911,0.349,0.523,0.428,0.0,0.81,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.84,0.0,0.648,0.643,0.094,0.727,0.0,0.107,0.0,0.0,0.884,0.265,0.026,"(33.0, 43.0]"
L. James - R. Rondo - B. Ingram - I. Zubac - K. Kuzma,LAL,33,101.4,120.5,-19.2,2018-19,R. Rondo,B. Ingram,L. James,K. Kuzma,I. Zubac,0.827,0.215,0.153,0.0,0.469,0.494,0.013,0.0,0.154,0.0,0.317,0.0,0.0,0.394,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.0,0.0,0.466,0.266,0.8795,0.728,0.0,0.1375,0.0,0.0,0.46249999999999997,0.38,0.0,"(26.0, 33.0]"
L. James - L. Stephenson - L. Ball - K. Kuzma - J. Hart,LAL,31,105.7,117.1,-11.4,2018-19,L. Ball,J. Hart,L. Stephenson,L. James,K. Kuzma,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.786,0.128,0.764,0.0,0.805,0.776,0.499,0.608,0.266,0.259,0.244,0.0,0.0,0.438,0.309,0.806,0.205,0.0,0.101,0.852,0.203,0.332,0.382,0.16,0.429,0.0,0.0,0.754,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,"(26.0, 33.0]"
L. James - R. Rondo - J. McGee - K. Caldwell-Pope - B. Ingram,LAL,31,105.5,98.6,6.8,2018-19,R. Rondo,K. Caldwell-Pope,B. Ingram,L. James,J. McGee,0.827,0.215,0.153,0.0,0.469,0.494,0.013,0.0,0.154,0.0,0.317,0.0,0.0,0.394,0.256,0.053,0.333,0.663,0.519,0.287,0.871,0.955,0.911,0.349,0.523,0.428,0.0,0.81,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.0,0.84,0.0,0.648,0.643,0.094,0.727,0.0,0.107,0.0,0.0,0.884,0.265,0.026,"(26.0, 33.0]"
L. James - K. Caldwell-Pope - L. Ball - K. Kuzma - J. Hart,LAL,25,110.5,117.5,-7.0,2018-19,L. Ball,J. Hart,K. Caldwell-Pope,L. James,K. Kuzma,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.786,0.128,0.764,0.0,0.805,0.776,0.499,0.608,0.266,0.259,0.244,0.0,0.0,0.438,0.256,0.053,0.333,0.663,0.519,0.287,0.871,0.955,0.911,0.349,0.523,0.428,0.0,0.81,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,"(23.0, 26.0]"
T. Chandler - L. James - K. Caldwell-Pope - B. Ingram - J. Hart,LAL,22,97.9,93.2,4.7,2018-19,J. Hart,K. Caldwell-Pope,B. Ingram,L. James,T. Chandler,0.786,0.128,0.764,0.0,0.805,0.776,0.499,0.608,0.266,0.259,0.244,0.0,0.0,0.438,0.256,0.053,0.333,0.663,0.519,0.287,0.871,0.955,0.911,0.349,0.523,0.428,0.0,0.81,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.0,0.0,0.0,0.921,0.101,0.94,0.3,0.0,0.135,0.0,0.0,0.755,0.0,0.0,"(19.0, 23.0]"
T. Chandler - L. James - R. Rondo - B. Ingram - K. Kuzma,LAL,20,112.2,105.1,7.1,2018-19,R. Rondo,B. Ingram,L. James,K. Kuzma,T. Chandler,0.827,0.215,0.153,0.0,0.469,0.494,0.013,0.0,0.154,0.0,0.317,0.0,0.0,0.394,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,0.0,0.0,0.0,0.921,0.101,0.94,0.3,0.0,0.135,0.0,0.0,0.755,0.0,0.0,"(19.0, 23.0]"
L. James - B. Ingram - L. Ball - K. Kuzma - J. Hart,LAL,17,102.6,92.3,10.3,2018-19,L. Ball,J. Hart,B. Ingram,L. James,K. Kuzma,0.448,0.528,0.583,0.0,0.696,0.143,0.465,0.465,0.449,0.03,0.216,0.056,0.0,0.182,0.786,0.128,0.764,0.0,0.805,0.776,0.499,0.608,0.266,0.259,0.244,0.0,0.0,0.438,0.751,0.575,0.491,0.469,0.08,0.917,0.858,0.379,0.475,0.181,0.416,0.0,0.637,0.272,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.892,0.67,0.55,0.545,0.613,0.347,0.354,0.262,0.945,0.397,0.647,0.569,0.456,0.499,"(16.0, 19.0]"
L. James - K. Caldwell-Pope - A. Caruso - J. Hart - J. Williams,LAL,17,120.6,85.7,34.9,2018-19,J. Hart,A. Caruso,K. Caldwell-Pope,L. James,J. Williams,0.786,0.128,0.764,0.0,0.805,0.776,0.499,0.608,0.266,0.259,0.244,0.0,0.0,0.438,1.0,0.382,0.788,0.0,0.261,0.961,0.552,0.846,0.331,0.0,0.508,0.0,0.0,0.542,0.256,0.053,0.333,0.663,0.519,0.287,0.871,0.955,0.911,0.349,0.523,0.428,0.0,0.81,0.936,0.885,0.955,0.833,0.718,0.576,0.897,0.986,0.49,0.116,0.845,0.898,0.701,0.586,0.0,0.0,0.0,0.0,0.165,0.929,0.378,0.0,0.102,0.0,0.0,0.278,0.0,0.0,"(16.0, 19.0]"
L. James - J. McGee - D. Green - A. Bradley - A. Davis,LAL,389,114.0,101.4,12.6,2019-20,A. Bradley,D. Green,L. James,A. Davis,J. McGee,0.314,0.692,0.758,0.0,0.568,0.935,0.382,0.728,0.67,0.362,0.405,0.986,0.0,0.217,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,0.0,0.0,0.0,0.193,0.124,0.11,0.776,0.0,0.593,0.0,0.0,0.834,0.065,0.414,"(68.0, 466.0]"
L. James - J. McGee - D. Green - A. Davis - K. Caldwell-Pope,LAL,294,111.2,112.4,-1.2,2019-20,D. Green,K. Caldwell-Pope,L. James,A. Davis,J. McGee,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.65,0.885,0.587,0.437,0.907,0.685,0.808,0.165,0.989,0.14,0.518,0.779,0.445,0.577,0.0,0.0,0.0,0.193,0.124,0.11,0.776,0.0,0.593,0.0,0.0,0.834,0.065,0.414,"(68.0, 466.0]"
L. James - D. Howard - R. Rondo - K. Caldwell-Pope - K. Kuzma,LAL,145,121.7,107.8,13.8,2019-20,R. Rondo,K. Caldwell-Pope,L. James,K. Kuzma,D. Howard,0.339,0.637,0.61,0.947,0.968,0.733,0.0,0.0,0.03,0.0,0.367,0.0,0.0,0.269,0.829,0.953,0.169,0.024,0.149,0.706,0.907,0.359,0.71,0.379,0.489,0.046,0.0,0.761,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.0,0.0,0.0,0.357,0.907,0.802,0.712,0.0,0.139,0.0,0.0,0.797,0.764,0.0,"(68.0, 466.0]"
L. James - J. McGee - D. Green - A. Bradley - K. Kuzma,LAL,88,111.7,95.0,16.7,2019-20,A. Bradley,D. Green,L. James,K. Kuzma,J. McGee,0.314,0.692,0.758,0.0,0.568,0.935,0.382,0.728,0.67,0.362,0.405,0.986,0.0,0.217,0.461,0.579,0.332,0.813,0.251,0.524,0.141,0.188,0.47,0.221,0.338,0.0,0.0,0.672,0.671,0.637,0.763,0.866,0.95,0.867,0.733,0.21,0.381,0.896,0.836,0.498,0.652,0.574,0.503,0.5,0.826,0.866,0.831,0.433,0.252,0.377,0.493,0.068,0.347,0.322,0.51,0.693,0.0,0.0,0.0,0.193,0.124,0.11,0.776,0.0,0.593,0.0,0.0,0.834,0.065,0.414,"(68.0, 466.0]"
