GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup
T. Hardaway Jr. - D. Powell - J. Richardson - J. Brunson - L. Doncic,DAL,13,119.4,125.0,-5.6,2020-21,L. Dončić,J. Brunson,J. Richardson,T. Hardaway Jr.,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
T. Hardaway Jr. - J. Richardson - B. Marjanović - D. Finney-Smith - L. Doncic,DAL,12,112.5,160.0,-47.5,2020-21,L. Dončić,J. Richardson,T. Hardaway Jr.,D. Finney-Smith,B. Marjanović,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,,,,,,,,,,,,,,
T. Hardaway Jr. - W. Cauley-Stein - J. Richardson - M. Kleber - L. Doncic,DAL,12,121.4,81.5,39.9,2020-21,L. Dončić,J. Richardson,T. Hardaway Jr.,M. Kleber,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
T. Hardaway Jr. - T. Burke - D. Powell - M. Kleber - L. Doncic,DAL,11,142.3,95.7,46.7,2020-21,L. Dončić,T. Burke,T. Hardaway Jr.,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.114,0.79,0.189,0.0,0.901,0.448,0.0,0.265,0.787,0.0,0.697,0.021,0.0,0.772,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
R. Bullock Jr. - D. Powell - D. Finney-Smith - J. Brunson - L. Doncic,DAL,367,125.9,111.8,14.1,2021-22,L. Dončić,J. Brunson,R. Bullock Jr.,D. Finney-Smith,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
D. Powell - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,142,105.3,117.7,-12.4,2021-22,L. Dončić,J. Brunson,D. Finney-Smith,M. Kleber,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
T. Hardaway Jr. - D. Powell - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,103,95.8,113.0,-17.1,2021-22,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
R. Bullock Jr. - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,101,105.8,103.4,2.4,2021-22,L. Dončić,J. Brunson,R. Bullock Jr.,D. Finney-Smith,M. Kleber,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244
T. Hardaway Jr. - D. Powell - D. Finney-Smith - J. Brunson - L. Doncic,DAL,95,119.6,107.3,12.3,2021-22,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
K. Porziņģis - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,90,111.8,106.1,5.8,2021-22,L. Dončić,J. Brunson,D. Finney-Smith,M. Kleber,K. Porziņģis,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994
R. Bullock Jr. - T. Hardaway Jr. - D. Powell - D. Finney-Smith - L. Doncic,DAL,56,77.0,105.1,-28.1,2021-22,L. Dončić,R. Bullock Jr.,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - J. Brunson - L. Doncic,DAL,50,92.5,109.6,-17.1,2021-22,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994
S. Dinwiddie - D. Powell - D. Finney-Smith - J. Brunson - L. Doncic,DAL,47,109.2,120.4,-11.2,2021-22,L. Dončić,J. Brunson,S. Dinwiddie,D. Finney-Smith,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.374,0.3,0.773,0.0,0.6745000000000001,0.4565,0.0,0.2305,0.364,0.0,0.717,0.0,0.0,0.7905,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
R. Bullock Jr. - D. Powell - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,46,120.2,88.3,31.9,2021-22,L. Dončić,R. Bullock Jr.,D. Finney-Smith,K. Porziņģis,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
R. Bullock Jr. - S. Dinwiddie - D. Finney-Smith - M. Kleber - L. Doncic,DAL,45,106.7,116.2,-9.5,2021-22,L. Dončić,S. Dinwiddie,R. Bullock Jr.,D. Finney-Smith,M. Kleber,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.374,0.3,0.773,0.0,0.6745000000000001,0.4565,0.0,0.2305,0.364,0.0,0.717,0.0,0.0,0.7905,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244
S. Dinwiddie - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,38,115.8,88.2,27.6,2021-22,L. Dončić,J. Brunson,S. Dinwiddie,D. Finney-Smith,M. Kleber,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.374,0.3,0.773,0.0,0.6745000000000001,0.4565,0.0,0.2305,0.364,0.0,0.717,0.0,0.0,0.7905,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244
R. Bullock Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,36,105.6,108.0,-2.4,2021-22,L. Dončić,R. Bullock Jr.,D. Finney-Smith,M. Kleber,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
R. Bullock Jr. - S. Dinwiddie - D. Powell - D. Finney-Smith - L. Doncic,DAL,35,117.9,123.1,-5.2,2021-22,L. Dončić,S. Dinwiddie,R. Bullock Jr.,D. Finney-Smith,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.374,0.3,0.773,0.0,0.6745000000000001,0.4565,0.0,0.2305,0.364,0.0,0.717,0.0,0.0,0.7905,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
R. Bullock Jr. - S. Dinwiddie - D. Powell - L. Doncic - J. Green,DAL,34,119.7,101.4,18.3,2021-22,L. Dončić,S. Dinwiddie,J. Green,R. Bullock Jr.,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.374,0.3,0.773,0.0,0.6745000000000001,0.4565,0.0,0.2305,0.364,0.0,0.717,0.0,0.0,0.7905,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
T. Hardaway Jr. - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,34,114.7,139.1,-24.4,2021-22,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244
T. Hardaway Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,31,119.3,120.7,-1.4,2021-22,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
D. Powell - D. Finney-Smith - J. Brunson - L. Doncic - J. Green,DAL,29,116.7,103.3,13.3,2021-22,L. Dončić,J. Brunson,J. Green,D. Finney-Smith,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
D. Bertans - S. Dinwiddie - M. Kleber - L. Doncic - J. Green,DAL,27,76.7,88.3,-11.7,2021-22,L. Dončić,S. Dinwiddie,J. Green,D. Bertans,M. Kleber,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.374,0.3,0.773,0.0,0.6745000000000001,0.4565,0.0,0.2305,0.364,0.0,0.717,0.0,0.0,0.7905,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,,,,,,,,,,,,,,,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244
R. Bullock Jr. - T. Hardaway Jr. - K. Porziņģis - L. Doncic - J. Green,DAL,20,88.6,72.3,16.3,2021-22,L. Dončić,J. Green,R. Bullock Jr.,T. Hardaway Jr.,K. Porziņģis,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994
T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - M. Kleber - L. Doncic,DAL,20,112.8,97.4,15.5,2021-22,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,K. Porziņģis,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994
T. Hardaway Jr. - K. Porziņģis - W. Cauley-Stein - D. Finney-Smith - L. Doncic,DAL,20,110.0,120.5,-10.5,2021-22,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,W. Cauley-Stein,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Bullock Jr. - M. Chriss - D. Finney-Smith - J. Brunson - L. Doncic,DAL,18,133.3,102.6,30.8,2021-22,L. Dončić,J. Brunson,R. Bullock Jr.,D. Finney-Smith,M. Chriss,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0,0.0,0.0,0.0,0.678,0.205,0.0,0.029,0.0,0.0,0.74,0.0,0.537
S. Dinwiddie - D. Finney-Smith - M. Kleber - L. Doncic - J. Green,DAL,18,90.0,124.3,-34.3,2021-22,L. Dončić,S. Dinwiddie,J. Green,D. Finney-Smith,M. Kleber,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.374,0.3,0.773,0.0,0.6745000000000001,0.4565,0.0,0.2305,0.364,0.0,0.717,0.0,0.0,0.7905,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.503,0.694,0.879,0.457,0.884,0.276,0.749,0.0,0.167,0.0,0.0,0.58,0.229,0.244
R. Bullock Jr. - W. Cauley-Stein - D. Finney-Smith - J. Brunson - L. Doncic,DAL,16,144.1,94.7,49.4,2021-22,L. Dončić,J. Brunson,R. Bullock Jr.,D. Finney-Smith,W. Cauley-Stein,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Bullock Jr. - D. Powell - D. Finney-Smith - L. Doncic - J. Green,DAL,15,96.9,88.9,8.0,2021-22,L. Dončić,J. Green,R. Bullock Jr.,D. Finney-Smith,D. Powell,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.214,0.0,0.867,1.0,0.343,0.789,0.319,0.0,0.115,0.0,0.0,0.202,0.822,0.537,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.934,0.0,0.764,0.793,0.561,0.211,0.907,0.0,0.555,0.0,0.0,0.926,0.97,0.194
R. Bullock Jr. - K. Porziņģis - D. Finney-Smith - J. Brunson - L. Doncic,DAL,15,131.3,113.3,17.9,2021-22,L. Dončić,J. Brunson,R. Bullock Jr.,D. Finney-Smith,K. Porziņģis,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994
R. Bullock Jr. - S. Dinwiddie - D. Finney-Smith - J. Brunson - L. Doncic,DAL,15,129.0,123.3,5.7,2021-22,L. Dončić,J. Brunson,S. Dinwiddie,R. Bullock Jr.,D. Finney-Smith,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.713,0.518,0.407,0.914,0.937,0.579,0.0,0.803,0.838,0.726,0.908,0.332,0.84,0.818,0.374,0.3,0.773,0.0,0.6745000000000001,0.4565,0.0,0.2305,0.364,0.0,0.717,0.0,0.0,0.7905,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707
R. Bullock Jr. - T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,15,109.7,48.5,61.2,2021-22,L. Dončić,T. Hardaway Jr.,R. Bullock Jr.,D. Finney-Smith,K. Porziņģis,0.738,0.26,0.609,0.579,0.252,0.483,0.396,0.761,0.769,0.583,0.72,0.0,0.521,0.203,0.043,0.064,0.717,0.195,0.897,0.733,0.95,0.637,0.85,0.521,0.637,0.559,0.0,0.479,0.707,0.909,0.438,0.754,0.087,0.833,0.078,0.152,0.393,0.63,0.271,0.128,0.0,0.798,0.866,0.774,0.411,0.359,0.546,0.388,0.412,0.604,0.135,0.475,0.212,0.646,0.0,0.707,0.0,0.0245,0.0,0.473,0.2125,0.8495,0.7084999999999999,0.2535,0.883,0.481,0.0,0.621,0.6154999999999999,0.43699999999999994
