GROUP_NAME,TEAM_ABBREVIATION,MIN,OFF_RATING,DEF_RATING,NET_RATING,SeasonYear,PG,SG,SF,PF,C,PG_Defensive_Handoff,PG_Defensive_OffScreen,PG_Defensive_PRBallHandler,PG_Defensive_PRRollMan,PG_Defensive_Postup,PG_Defensive_Spotup,PG_Offensive_Cut,PG_Offensive_Handoff,PG_Offensive_Misc,PG_Offensive_OffScreen,PG_Offensive_PRBallHandler,PG_Offensive_PRRollMan,PG_Offensive_Postup,PG_Offensive_Spotup,SG_Defensive_Handoff,SG_Defensive_OffScreen,SG_Defensive_PRBallHandler,SG_Defensive_PRRollMan,SG_Defensive_Postup,SG_Defensive_Spotup,SG_Offensive_Cut,SG_Offensive_Handoff,SG_Offensive_Misc,SG_Offensive_OffScreen,SG_Offensive_PRBallHandler,SG_Offensive_PRRollMan,SG_Offensive_Postup,SG_Offensive_Spotup,SF_Defensive_Handoff,SF_Defensive_OffScreen,SF_Defensive_PRBallHandler,SF_Defensive_PRRollMan,SF_Defensive_Postup,SF_Defensive_Spotup,SF_Offensive_Cut,SF_Offensive_Handoff,SF_Offensive_Misc,SF_Offensive_OffScreen,SF_Offensive_PRBallHandler,SF_Offensive_PRRollMan,SF_Offensive_Postup,SF_Offensive_Spotup,PF_Defensive_Handoff,PF_Defensive_OffScreen,PF_Defensive_PRBallHandler,PF_Defensive_PRRollMan,PF_Defensive_Postup,PF_Defensive_Spotup,PF_Offensive_Cut,PF_Offensive_Handoff,PF_Offensive_Misc,PF_Offensive_OffScreen,PF_Offensive_PRBallHandler,PF_Offensive_PRRollMan,PF_Offensive_Postup,PF_Offensive_Spotup,C_Defensive_Handoff,C_Defensive_OffScreen,C_Defensive_PRBallHandler,C_Defensive_PRRollMan,C_Defensive_Postup,C_Defensive_Spotup,C_Offensive_Cut,C_Offensive_Handoff,C_Offensive_Misc,C_Offensive_OffScreen,C_Offensive_PRBallHandler,C_Offensive_PRRollMan,C_Offensive_Postup,C_Offensive_Spotup
J. Barea - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,DAL,16,136.7,124.2,12.4,2019-20,L. Dončić,J. Barea,D. Finney-Smith,M. Kleber,D. Powell,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.0,0.856,0.317,0.0,0.991,0.378,0.0,0.443,0.0,0.0,0.659,0.0,0.0,0.721,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
C. Lee - T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,15,103.1,84.4,18.8,2019-20,L. Dončić,C. Lee,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.81,0.0,0.929,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.825,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
S. Curry - D. Powell - K. Porziņģis - J. Brunson - L. Doncic,DAL,15,118.8,112.5,6.3,2019-20,L. Dončić,J. Brunson,S. Curry,D. Powell,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.339,0.956,0.209,0.0,0.05,0.362,0.0,0.774,0.678,0.747,0.72,0.0,0.0,0.488,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
S. Curry - K. Porziņģis - D. Wright - D. Finney-Smith - L. Doncic,DAL,15,140.0,106.3,33.8,2019-20,L. Dončić,S. Curry,D. Wright,D. Finney-Smith,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
C. Lee - T. Hardaway Jr. - B. Marjanović - M. Kleber - L. Doncic,DAL,14,107.1,167.9,-60.7,2019-20,L. Dončić,C. Lee,T. Hardaway Jr.,M. Kleber,B. Marjanović,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.81,0.0,0.929,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.825,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.0,0.0,0.0,0.152,0.0,0.88,0.982,0.0,0.22,0.0,0.0,0.72,0.618,0.0
C. Lee - T. Hardaway Jr. - D. Finney-Smith - M. Kleber - L. Doncic,DAL,14,118.5,122.2,-3.7,2019-20,L. Dončić,C. Lee,T. Hardaway Jr.,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.81,0.0,0.929,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.825,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
K. Porziņģis - D. Wright - D. Finney-Smith - M. Kleber - L. Doncic,DAL,14,48.4,76.5,-28.1,2019-20,L. Dončić,D. Wright,D. Finney-Smith,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - D. Powell - D. Wright - M. Kleber - L. Doncic,DAL,14,118.9,91.4,27.5,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,M. Kleber,D. Powell,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
C. Lee - K. Porziņģis - D. Wright - M. Kleber - L. Doncic,DAL,13,74.2,103.1,-28.9,2019-20,L. Dončić,D. Wright,C. Lee,M. Kleber,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.81,0.0,0.929,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.825,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
J. Barea - D. Finney-Smith - J. Jackson - M. Kleber - L. Doncic,DAL,13,132.0,84.6,47.4,2019-20,L. Dončić,J. Barea,J. Jackson,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.0,0.856,0.317,0.0,0.991,0.378,0.0,0.443,0.0,0.0,0.659,0.0,0.0,0.721,0.0,0.941,0.182,0.0,0.818,0.768,0.965,0.0,0.0,0.0,0.316,0.0,0.0,0.821,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
J. Barea - T. Hardaway Jr. - D. Powell - D. Finney-Smith - L. Doncic,DAL,13,114.8,119.2,-4.4,2019-20,L. Dončić,J. Barea,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.0,0.856,0.317,0.0,0.991,0.378,0.0,0.443,0.0,0.0,0.659,0.0,0.0,0.721,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276
S. Curry - D. Wright - J. Jackson - M. Kleber - L. Doncic,DAL,13,138.7,109.1,29.6,2019-20,L. Dončić,S. Curry,D. Wright,J. Jackson,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.0,0.941,0.182,0.0,0.818,0.768,0.965,0.0,0.0,0.0,0.316,0.0,0.0,0.821,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
T. Burke - D. Wright - J. Jackson - M. Kleber - L. Doncic,DAL,13,121.4,132.1,-10.7,2019-20,L. Dončić,T. Burke,D. Wright,J. Jackson,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.2185,0.0,0.5185,0.0,0.0,0.1895,0.0,0.4105,0.0,0.0,0.331,0.0,0.0,0.7215,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.0,0.941,0.182,0.0,0.818,0.768,0.965,0.0,0.0,0.0,0.316,0.0,0.0,0.821,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
T. Hardaway Jr. - D. Wright - J. Jackson - M. Kleber - L. Doncic,DAL,13,138.5,111.1,27.4,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,J. Jackson,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.0,0.941,0.182,0.0,0.818,0.768,0.965,0.0,0.0,0.0,0.316,0.0,0.0,0.821,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
S. Curry - D. Finney-Smith - M. Kleber - J. Brunson - L. Doncic,DAL,12,111.5,90.0,21.5,2019-20,L. Dončić,J. Brunson,S. Curry,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.339,0.956,0.209,0.0,0.05,0.362,0.0,0.774,0.678,0.747,0.72,0.0,0.0,0.488,0.278,0.542,0.594,0.127,0.408,0.404,0.0,0.782,0.807,0.536,0.887,0.0,0.0,0.977,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
T. Hardaway Jr. - D. Finney-Smith - J. Jackson - M. Kleber - L. Doncic,DAL,12,79.3,112.1,-32.8,2019-20,L. Dončić,T. Hardaway Jr.,J. Jackson,D. Finney-Smith,M. Kleber,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.0,0.941,0.182,0.0,0.818,0.768,0.965,0.0,0.0,0.0,0.316,0.0,0.0,0.821,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495
T. Hardaway Jr. - D. Powell - K. Porziņģis - D. Wright - L. Doncic,DAL,12,136.0,134.6,1.4,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,D. Powell,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.822,0.0,0.965,0.517,0.274,0.737,0.666,0.0,0.775,0.0,0.0,0.866,0.0,0.276,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
T. Hardaway Jr. - D. Wright - B. Marjanović - D. Finney-Smith - L. Doncic,DAL,11,160.0,95.8,64.2,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,D. Finney-Smith,B. Marjanović,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.0,0.0,0.0,0.152,0.0,0.88,0.982,0.0,0.22,0.0,0.0,0.72,0.618,0.0
T. Hardaway Jr. - D. Wright - B. Marjanović - M. Kleber - L. Doncic,DAL,11,112.5,79.2,33.3,2019-20,L. Dončić,D. Wright,T. Hardaway Jr.,M. Kleber,B. Marjanović,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.469,0.678,0.708,0.053,0.507,0.455,0.79,0.035,0.531,0.0,0.595,0.0,0.0,0.478,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.913,0.359,0.506,0.465,0.729,0.478,0.692,0.0,0.58,0.0,0.0,0.922,0.0,0.495,0.0,0.0,0.0,0.152,0.0,0.88,0.982,0.0,0.22,0.0,0.0,0.72,0.618,0.0
T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - J. Brunson - L. Doncic,DAL,11,116.7,83.3,33.3,2019-20,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.5,0.441,0.809,0.682,0.329,0.565,0.828,0.751,0.613,0.505,0.894,0.0,0.8,0.42,0.339,0.956,0.209,0.0,0.05,0.362,0.0,0.774,0.678,0.747,0.72,0.0,0.0,0.488,0.532,0.062,0.395,0.616,0.606,0.714,0.209,0.918,0.91,0.302,0.781,0.774,0.232,0.947,0.244,0.748,0.3,0.79,0.688,0.591,0.79,0.031,0.948,0.253,0.445,0.322,0.0,0.606,0.974,0.637,0.98,0.577,0.534,0.251,0.933,0.687,0.798,0.09,0.029,0.654,0.271,0.565
K. Porziņģis - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,DAL,281,123.7,111.1,12.6,2020-21,L. Dončić,J. Richardson,D. Finney-Smith,M. Kleber,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - W. Cauley-Stein - J. Richardson - D. Finney-Smith - L. Doncic,DAL,109,117.6,103.1,14.5,2020-21,L. Dončić,J. Richardson,T. Hardaway Jr.,D. Finney-Smith,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
T. Hardaway Jr. - D. Powell - J. Richardson - D. Finney-Smith - L. Doncic,DAL,85,98.4,106.1,-7.8,2020-21,L. Dončić,J. Richardson,T. Hardaway Jr.,D. Finney-Smith,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
T. Hardaway Jr. - K. Porziņģis - J. Richardson - D. Finney-Smith - L. Doncic,DAL,83,109.7,130.7,-21.0,2020-21,L. Dončić,J. Richardson,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - W. Cauley-Stein - D. Finney-Smith - J. Brunson - L. Doncic,DAL,62,145.4,108.0,37.4,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
T. Hardaway Jr. - K. Porziņģis - J. Richardson - M. Kleber - L. Doncic,DAL,60,117.7,109.7,8.1,2020-21,L. Dončić,J. Richardson,T. Hardaway Jr.,M. Kleber,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - K. Porziņģis - D. Finney-Smith - J. Brunson - L. Doncic,DAL,47,115.5,147.5,-31.9,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,D. Finney-Smith,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - D. Powell - M. Kleber - J. Brunson - L. Doncic,DAL,45,117.5,104.0,13.5,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
D. Powell - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,DAL,44,108.5,118.3,-9.8,2020-21,L. Dončić,J. Richardson,D. Finney-Smith,M. Kleber,D. Powell,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262
T. Hardaway Jr. - D. Powell - K. Porziņģis - D. Finney-Smith - L. Doncic,DAL,40,127.7,125.3,2.4,2020-21,L. Dončić,T. Hardaway Jr.,D. Finney-Smith,D. Powell,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,1.0,0.505,0.878,0.838,0.375,0.0,0.58,0.0,0.0,0.908,0.0,0.262,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
W. Cauley-Stein - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,DAL,37,110.3,96.2,14.1,2020-21,L. Dončić,J. Richardson,D. Finney-Smith,M. Kleber,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
K. Porziņģis - J. Richardson - D. Finney-Smith - J. Brunson - L. Doncic,DAL,34,121.9,104.2,17.8,2020-21,L. Dončić,J. Brunson,J. Richardson,D. Finney-Smith,K. Porziņģis,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.213,0.498,0.266,0.673,0.983,0.132,0.344,0.7,0.893,0.167,0.506,0.0,0.0,0.448,0.599,0.77,0.322,0.275,0.097,0.791,0.794,0.168,0.06,0.798,0.82,0.777,0.0,0.702,0.0,0.0,0.0,0.678,0.296,0.26,0.663,0.131,0.798,0.243,0.0,0.5,0.588,0.813
T. Hardaway Jr. - W. Cauley-Stein - M. Kleber - J. Brunson - L. Doncic,DAL,32,91.0,90.3,0.8,2020-21,L. Dončić,J. Brunson,T. Hardaway Jr.,M. Kleber,W. Cauley-Stein,0.683,0.227,0.311,0.549,0.153,0.528,0.432,0.671,0.571,0.752,0.827,0.0,0.838,0.615,0.677,0.591,0.317,0.468,0.575,0.443,0.0,0.353,0.986,0.683,0.924,0.517,0.0,0.74,0.557,0.395,0.256,0.265,0.595,0.328,0.898,0.912,0.574,0.914,0.724,0.807,0.0,0.704,0.713,0.141,0.895,0.754,0.094,0.817,0.874,0.0,0.522,0.0,0.0,0.756,0.0,0.758,0.0,0.0,0.0,0.278,0.438,0.618,0.5,0.0,0.415,0.0,0.0,0.63,0.0,0.118
